Torque X,Torque Y,Torque Z
2.10383360838721,2.7880399870151,0.956883094411741
2.22228252454654,-2.42301408914127,0.313321380205962
1.39469005340259,-1.94040717320278,2.21489948763258
2.93007443082664,-2.57979236919575,-0.39674093405911
2.07722694609553,-13.0812142541924,4.21100530726737
1.58734972207495,3.29439841048024,1.60348800864107
-0.768550901304745,-8.1701075592134,9.02305831403068
2.41543633798908,-2.58873419020897,0.252229194336298
1.60047629732045,3.5089205944658,1.6218028952705
0.382530285736002,-2.53957259277403,6.19370333871594
2.93258054299549,-13.090076686713,2.66987986683613
2.17917722257061,8.20626755632071,2.66099823133639
-0.706727508502795,-2.6477002168705,12.1365717070936
2.93917667522977,-8.17006404864199,-0.324447463931826
3.00657442172776,-8.24440945523639,-0.480377300583807
2.24676453992925,-8.18917243207457,1.5244522468572
1.62930792646711,8.41603014812769,3.85053888320527
0.586366602224619,-13.0529180084215,6.69770401395014
2.86301826815383,2.70944887983002,-0.684570754932251
-0.755508919420665,-2.79629957850359,12.3653892033028
0.454286953221341,-8.54711265091808,6.87792200799606
1.5927652506164,8.00208964222541,3.47085519606224
2.97549186171305,-2.65149325527263,-0.354033741317478
1.35199327196854,-8.04397691795306,3.26467797066665
1.39246077327005,-1.94018956950724,2.21960868650234
-0.621519522251082,8.03126813652042,12.9885177180099
-0.777009765283642,-13.4101135394419,9.20674665421
-0.747325557291602,-13.6262926906296,9.53600758940569
2.96441661164148,-13.3083543364911,2.44209431350435
-0.676151243335457,2.5829730261935,12.555592359439
-0.585468219507122,9.83701544650222,13.2220950587017
1.33364492271267,-7.80993742384139,3.15059552447012
-0.709436046957569,-8.19483233073578,9.16576937460146
0.0267855415290241,8.30256615550151,8.64492068967542
-0.0995558931969902,8.1207419470169,8.2795054953157
0.356182418561362,-2.34443896366405,5.83225345181337
0.244081723962697,2.59162949422125,7.0318362792956
2.13168932391925,2.75668895695823,0.939391469076637
2.1711382690649,8.46464559914549,2.65047644075251
2.03713980171946,-13.1452660095786,4.1893909231568
1.42608097772818,-12.8011750168524,5.37213462276957
2.8629886328473,2.68065093791966,-0.729077793972281
1.38546183040633,-13.2105191742268,5.17068345266751
0.0917638262536622,2.81966311334521,6.85455159060708
2.87695318676443,8.03938466000884,-0.886013205336717
0.291310727693771,-13.4318450729758,7.08565507365278
2.18812615383433,-8.2818841479408,1.49166747939295
-0.637338461262605,2.85926605380506,13.6741774793734
0.344113811224332,-8.46565448218308,7.07056471994093
2.89902719213983,8.09920998289708,-1.06052046588847
